Job_title,Company,State,City,Min_Salary,Max_Salary,Job_Desc,Industry,Rating,Date_Posted,Valid_until,Job_Type
AI/DL Data Scientist,APN Software Services Inc.,TX,Round Rock,-1,-1,"
Job Description:
Purpose: 
The AI/DL Data Scientist will lead the design efforts for Dell EMC to create industry-leading, turnkey AI systems and solutions for the rapidly growing intelligent data analytics needs of the industry. 
The AI/DL Data Scientist will help design and implement AI/DL systems for a wide variety of use cases and applications. Responsibilities for this position include tracking and projecting the evolving needs of the AI community as well as understanding AI systems architectures, hardware technologies evolution, emerging technology opportunities, and the maturing AI applications software landscape and horizon. This position will work with other Dell AI, Big Data and HPC architects, engineers, developers, product managers, and sales staff to ensure that new AI solutions are best-in-class matched to customer needs, cost-effective, supportable, and have potential for significant impact and revenue. This technical position will maintain constant awareness of the emerging AI techniques and will participate in research activities to maintain technical vision and perspective. The position will maintain regular communications with thought leaders in AI, attend and present at leading conferences to maintain connections and context. This position will also stay abreast of the market for AI in different market segments and will help design and implement solutions for the leading customers. In addition to the solution design and implementation responsibilities, the AI/DL Data Scientist will lead research projects in AI, with a creative blend of theory and practice, publish results in peer-reviewed forums and blogs, collaborate with university partners and other companies to expand the company’s knowledge of emerging techniques in data analysis. 

Responsibilities 
Provides technical and consultative support on solutions opportunities. Participates as needed in pre-sales qualifications and delivery of technical architectural design, strategies and plans for engagements; works on single workstream within broader project; support and instruct less experienced co-workers through formal training or on-the-job mentoring; trains customer personnel. Supports Sr. Consultant/PM for project related items and advises on effort required to perform assigned implementations. Regularly communicates project status and all customer issues to PM. Capable of leading a small team, understanding project goals, and providing guidance to achieve goals. Participates in solution and peer review process. Assists in the creation of proposals that address current and evolving client requirements. Establishes relationship with client technical counterparts. Participates in client meetings related to development efforts. Provides feedback on methodology and best practice collateral to competency lead. Understands that travel may be required for extended periods of time. 

Requirements 
• M.S. (or BSc + additional experience) in Electrical Engineering, Computer Science, Mathematics or Statistics 
• 2+ year experience with proven record in the AI and data analytics domain 
• Programming experience in C/C++, or Python 
• Solid Deep learning background and familiarity with state-of-the-art techniques such as deep neural networks and their use cases such as image processing, natural language processing, speech recognition 

Preferred Skills & Experience 
• PhD. in Electrical Engineering, Computer Science, Mathematics or Statistics with specialization in AI/machine learning/Deep learning 
• Contributions such as publications that have advanced the field 
• Domain specific knowledge with AI use cases in one or preferable several vertical industries such as finance, manufacturing, life sciences, automotive, security, logistics, etc.
• Hands on hardware experience",Information Technology,4.1,2020-05-01,2020-06-06,FULL_TIME
Reporting data analyst,Collabera,TX,Houston,-1,-1,"Houston, Texas

Skills : Data analyst/Reporting analyst/Reporting data analyst/Report developer,Excel,dashboards/dashboard automation

Description :



We are looking for a remote contractor to create an HR dashboard in Workday for the Inclusion & Diversity team; automate reporting through building logic in Excel so that data can be dropped monthly to refresh the dashboard.

Requirements:

• 3-5 years data analyst/reporting experience (experience working with diversity and inclusion data is not required although it may be helpful)

• Experience creating and automating dashboards

• Strong Excel experience

Desired qualifications:

• Bachelor’s degree is preferred but we are willing to look at candidates with equivalent experience

• Workday and MS Power BI experience preferred



Data analyst/Reporting analyst/Reporting data analyst/Report developer,Excel,dashboards/dashboard automation",Information Technology,4.0,2020-05-07,2020-06-06,FULL_TIME
Business Intelligence Analyst,"MAXIMUS, Inc.",TX,Austin,-1,-1,"MAXIMUS Introduction

Since 1975, MAXIMUS has operated under its founding mission of Helping Government Serve the People, enabling citizens around the globe to successfully engage with their governments at all levels and across a variety of health and human services programs. MAXIMUS delivers innovative business process management and technology solutions that contribute to improved outcomes for citizens and higher levels of productivity, accuracy, accountability and efficiency of government-sponsored programs. With more than 30,000 employees worldwide, MAXIMUS is a proud partner to government agencies in the United States, Australia, Canada, Saudi Arabia, Singapore and the United Kingdom. For more information, visit https://www.maximus.com.

Job Description Summary

MAXIMUS is currently seeking a Remote Business Intelligence Analyst to join our team. In this role, you will become an integral member of the Standardized Operations & Analytics Department, contributing to the successful delivery of business intelligence and analytics across the entire organization. You Should Apply If You Have: • A bachelor's degree from an accredited college or university in Business Analytics, Information Systems, Statistics, or other area focused on quantitative analytics or applied mathematics• 3+ years of experience in an analytical or technical role• An eye for design and expertise in data visualization; an ability to create stunning enterprise dashboards that tell a story and provide actionable intelligence• A genuine passion for working with data• Experience with enterprise business intelligence platforms, such as MicroStrategy, Tableau, Qlik, Sisense, Birst, etc. • An ability to successfully elicit and document business requirements and communicate those requirements to both technical and non-technical audiences• Strong quantitative, statistical, and critical thinking skills; an attention to detail• Excellent communication skills (both written & verbal) with the ability to interact with all levels of the organization• Flexibility to travel up to 40%Preferred Qualifications: • Master's degree in a related field• Prior hands on experience with MicroStrategy• Prior consulting experience • Knowledge of government health programs (e.g. Medicaid)• Contacts center processes / operational experience

Essential Duties and Responsibilities: - Plan and execute analysis often interrogating data and other information to perform root cause analysis, impact assessments, or to identify key measures and indicators of process performance making recommendations to improve or correct performance. - Create and manage allied process documentation including business needs statements, business requirements, use case documentation, test plans, report specifications; ensuring all required process documentation is accurate, correctly detailed, maintained and organized in the appropriate repository. - Design, execute and evaluate test plans to ensure source data are accurately represented in presentation data objects (dashboards/reports). - Facilitate discussion among process stakeholders (both technical and non-technical) to elicit, analyze, communicate (both written and verbally) and validate requirements, process design, and business intelligence/reporting needs. - Mentor, train, and provide guidance, background information, and assistance to managers, analysts and other staff on standards and best practices in the following areas: business and operational analysis, and interpretation and effective use of process models, presentation objects and other analysis artifacts. - Ensure requirements are met and intended benefits are realized through the effective use of data via a range of visualizations (e.g, dashboards, reports), and alerts while instituting standards and best practices. Minimum Requirements: - Bachelor's degree with 3+ years of experience. - May have additional training or education in area of specialization. - Develops solutions to a variety of problems of moderate scope & complexity. - General application of concepts & principles. - Contributes to the completion of organizational projects & goals. - Frequent use and general knowledge of industry practices, techniques, and standards. - Applies knowledge and skills to complete a wide range of tasks. - Communicates on complex or sensitive issues or drafts such responses for supervisor or manager.

EEO Statement: Active military service members, their spouses, and veteran candidates often embody the core competencies MAXIMUS deems essential, and bring a resiliency and dependability that greatly enhances our workforce. We recognize your unique skills and experiences, and want to provide you with a career path that allows you to continue making a difference for our country. We're proud of our connections to organizations dedicated to serving veterans and their families. If you are transitioning from military to civilian life, have prior service, are a retired veteran or a member of the National Guard or Reserves, or a spouse of an active military service member, we have challenging and rewarding career opportunities available for you. A committed and diverse workforce is our most important resource. MAXIMUS is an Affirmative Action/Equal Opportunity Employer. MAXIMUS provides equal employment opportunities to all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status or disabled status.SDL2017",Business Services,2.9,2020-05-02,2020-06-06,FULL_TIME
Data Engineer,Lockheed Martin,TX,Fort Worth,67052,72957,This company is in a hiring surge in response to COVID-19,Aerospace & Defense,3.8,2020-04-29,2020-06-06,FULL_TIME
Data Engineer,"Corporate Pharmacy Services, Inc.",TX,Belton,-1,-1,"Data Engineer What You Will Be Doing


Building data pipelines with Python to PostgreSQL and legacy text-based systems
Implementing custom and industry standard protocols and file formats for electronic data interchange
Working with HL7, NCPDP, X12 and delimited data
Collaborating with web developers to implement HTTP data interchange end points
Working with SFTP servers, clients and job scheduling for automation and secure communication
Designing and implementing database schemas to fulfill client data requirements
Writing performant SQL for ETL jobs

What you need


Strong SQL database experience
Strong Python experience
Good reading comprehension for technical documentation
Ability to work with third-party APIs as data sources and data sinks
",,,2020-04-30,2020-06-06,FULL_TIME
SCIENTIST - MICROENCAPSULATION,Southwest Research Institute,TX,San Antonio,48560,67162,"Join our Chemistry and Chemical Engineering Division as a Scientist to work independently and with minimal supervision in chemistry lab environment performing a variety of innovative microencapsulation techniques such as milling, spray drying, spinning disk atomization, fluid bed coating, emulsion-based chemical techniques (coacervation, in-situ and interfacial polymerization). Operate and maintain microencapsulation and analytical equipment to include spray dryers, mills, particle size analyzer, and optical microscopes. Document experiments and results in laboratory notebooks. Assist project managers by compiling and review of data and providing technical input on reports and proposals. Interact with clients. Oversee laboratory operations to include leading technicians of project assignments. Maintain a clean, safe work environment.

 Education/Experience:Requires a BS degree in Chemistry or Biochemistry with 0-1 year of experience working as a chemist in the microencapsulation field. Must have at least a 3.0 GPA. Experience in microencapsulation techniques to include spray drying, spinning disk atomization, and emulsion-based microencapsulation techniques is required. Knowledge in characterization of microencapsulated products such as microscopy and particle size analysis. A valid/clear driver's license is required.

 Special Considerations:


Job Locations: San Antonio, TexasFor more information about this division, visit the Chemistry & Chemical Engineering home page.

An Equal Employment Opportunity/Affirmative Action Employer

Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran

Committed to Diversity in the Workplace
",Business Services,3.9,2020-05-02,2020-06-06,FULL_TIME
Data Engineer,Apple,TX,Austin,94041,119218,This company is in a hiring surge in response to COVID-19,Information Technology,4.1,2020-05-01,2020-06-06,FULL_TIME
Data Analyst,"TEKEDGE SOLUTION, INC.",TX,Dallas,-1,-1,This company is in a hiring surge in response to COVID-19,Business Services,5.0,2020-05-03,2020-06-06,PART_TIME
"Medical Lab Scientist, Lab Services - Angleton Danbury Campus (up to 19 hours per week",University of Texas Medical Branch,TX,Angleton,42625,59250,"Min Qualifications

REQUIRED EDUCATION / EXPERIENCE:

Bachelor's degree in a Clinical Laboratory Science or Basic Science. Must obtain certification by the American Society of Clinical Pathology (ASCP), American Medical Technologists (AMT), American Board of Histocompatibility or Immunogenetics (ABHI) or equivalent certification as appropriate, within 15 months of hire. If any aspect of Transfusion Services is to be performed as part of the job duties, must have or be eligible to obtain certification by the American Society of Clinical Pathology (ASCP) as a MT(ASCP), MLS(ASCP) or BB(ASCP) within 15 months of hire. Qualifies as Testing Personnel for high complexity testing under the Clinical Laboratory Improvement Amendment (CLIA). No experience required.

JOB SUMMARY:

Medical Laboratory Scientist, Laboratory Services provides technical skills necessary to perform and report moderate or highly complex laboratory tests within a division of the clinical laboratory.

Salary Range

$25.77 to $38.65 per hour for up to 19.99 hours per week, commensurate with experience, with no benefits.

PC14

Specific Job Related Duties



Performs routine and complex laboratory procedures with accuracy and precision, following standard procedures and recognizes deviation from expected results.
Reviews and evaluates accuracy of lab data and reports patient results with all required documentation.
Performs, records and evaluates quality control data according to procedures including checking expiration dates and documentation of QC performance before use.
Performs and documents required maintenance procedures for laboratory instruments and equipment as assigned.
Recognizes equipment malfunctions and troubleshoots according to protocol.
Recognizes factors that affect measurements and results and takes appropriate action.
Ability to work independently within established guidelines, apply problem-solving skills, meet deadlines and meet urgent patient, provider, and system needs.
Reviews and suggests revisions for test procedures.
Participates in evaluations of new tests or instruments, as assigned.
Monitors inventory for proper levels, notifies person responsible for ordering when supplies needed, and receives and unpacks supplies when delivered.
Instructs and trains employees and students. May assess staff for competency.
Communicates pertinent information to staff members, management, medical directors, and other divisions.
Performs laboratory testing as required per division.
Available to cover different shifts if requested to guarantee patient care.
Adheres to internal controls and reporting structure.
Adheres to all safety protocols in each laboratory area.


Preferred License/Certificate

Must be ASCP certified (non-categorical).

Preferred Skill/Competency

Experience as a Generalist preferred.

Closing Statement

#ld #lmd01 #allied #pbl #cls

Equal Employment Opportunity

UTMB Health strives to provide equal opportunity employment without regard to race, color, national origin, sex, age, religion, disability, sexual orientation, gender identity or expression, genetic information or veteran status. As a VEVRAA Federal Contractor, UTMB Health takes affirmative action to hire and advance women, minorities, protected veterans and individuals with disabilities.

Req id: 65992SDL2017",Health Care,3.6,2020-05-07,2020-06-06,FULL_TIME
"Data Engineer (Hadoop, Spark)",AgreeYa Solutions,TX,Plano,-1,-1,"Title Hadoop Spark Developer Location Plano, TX Duration 18 Months (Extendable) Responsible for designs, develops, modifies, debugs andor maintains software systems, Serves as an expert on specific modules, applications or technologies, and deals with complex assignments during the software development life cycle. What will your job look like? You will take ownership and accountability of specific modules within an application and provides technical support and guidance during solution design for new requirements, problem resolution for critical complex issues You will Ensures code is maintainable, scalable and supportable. You will present demos of the software products to stakeholders and internalexternal customers, using knowledge of the productsolution and technologies to influence the direction and evolution of the productsolution. You will investigate issues by reviewingdebugging code and providing fixes (analyzes and fixes bugs) and workarounds, will review changes for operability to maintain existing software solutions, will highlight risks and will help mitigate risks from technical aspects. You will bring continuous improvementsefficiencies to the software or business processes by utilizing software engineering tools and various innovative techniques, and reusing existing solutions. By means of automation, reduces design complexity, reduces time to response, and simplifies the clientend-user experience. You will representlead discussions related to productapplicationmodulesteam (for example, leads technical design reviews). Builds relationships with internal customersstakeholders All you need is Bachelor's or Masters degree in ScienceITComputingBusiness Analytics or equivalent. 5+ years total experience in development mainly around Bigdata, Hive Hadoop, Spark, Scala, PythonPyspark, AWS, and other cloud related technologies. Experienced in Data Engineering with good understanding of Datawarehouse, Data Lake, Data Modelling, Parsing, Data wrangling, Cleansing Transformation, and sanitizing. Agile work experience, build CICD pipelines using Jenkins Hands-on Development experience with Scala, Python using Spark 2.0, Spark Internals and Spark jobs performance improvement Good understanding of Yarn, Spark UI, Spark resource management and Hadoop resource management and efficient Hadoop storage mechanisms. Good understanding experience with Performance tuning in Cloud environment for complex SW projects mainly around large scale and low latency. AWS knowledge is essential with good working experience in AWS Technologies EMR, S3, Cluster management, AWS Airflow automation. Snowflake Knowledge is plus. AWS development certificationSpark certifications is an advantage",Information Technology,3.8,2020-05-06,2020-06-06,FULL_TIME
Data Modeler with IDA,"Tanisha Systems, Inc.",TX,San Antonio,44434,75440,"Title ndash Data Modeler with IDA Location ndash San Antonio, TX Duration ndash Long Term NOTE BA worked with Texas Medicaid can only Apply. Job Description- Title ndash Business Analyst Location ndash Dallas, TX Duration ndash 1+ Year Job Description- Appeals Grievances BASME with Texas Medicaid experience(both required) Provides key advice, support and assistance to support technical and business requirement for Rx, Clinical and Admin functional areas Ensures coordination of cross-functionalteam activities and deliverables Facilitates resolution of business issues and drives decisions to conclusions Reports to the department directors If you find the above role suitable for you, please share your updated resume at niveshtanishasystems.com mailtoniveshtanishasystems.com , or you could also reach me at 212-729-6543 Ext 518, for any clarifications. Thanks Regards Nivesh Kumar Tanisha Systems Inc. 99 Wood Ave South, Suite 308, Iselin, NJ 08830 Phone 212-729-6543 Ext 518, Direct 347-798-0588 Email niveshtanishasystems.com mailtoniveshtanishasystems.com",Information Technology,3.8,2020-05-05,2020-06-06,FULL_TIME
Business Intelligence Analyst,Rice University,TX,Houston,-1,-1,"The business intelligence analyst is responsible for the design, development, and support of the data warehouse and analytics ecosystems for Rice University. The position supports all institutional, academic, and administrative domains. The work of the business intelligence analyst I includes data integrations, data management, master data management, data governance, and analytics.",Education,4.4,2020-04-24,2020-06-06,FULL_TIME
Data Analyst II,Competentia Holding,TX,Houston,-1,-1,"Home » New Job from Competentia



Data Analyst II

Vacancy Number: 25381


Location: Houston

Date Posted: February 04, 2020
Data Analyst II

Duration: 12 months

Location: Houston, TX

Schedule: 5/40

Company: oil and gas company

The Data Analyst serves as technical expert on assigned area’s applications, including code, interfaces and data flows

Responsibilities

Responsible for development and maintenance of application programs & interfaces
coordinates with project teams and business analysts to translate detailed specifications into new or enhanced application solutions
Demonstrates command of multiple programming languages, basic systems analysis techniques, testing, debugging, documentation standards, file design, storage, and interfacing
Maintains peer relationships across IT areas (infrastructure, operations, COE, etc.) to support effective implementations

Requirements

Degree in Information Systems, Computer Science or related technical discipline or equivalent
4-7 years of IT program development experience or equivalent
Full system development life cycle hands-on experience: analysis, designing, coding, testing, performance tuning and documentation
Experience with process quality methodology
Ability to explain issues and resolutions to technical and non-technical staff
Demonstrated leadership in all areas of business analysis, including client interaction, process design, requirements management and functional design
Ability to manage multiple projects simultaneously


Competentia is an Equal Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status, or other status protected by law or regulation.

Competentia, participates in E-Verify as required by law.

",,4.9,2020-05-04,2020-06-06,FULL_TIME
Director Data Science and Advanced Analytics,"NextEra Energy, Inc.",TX,Houston,107812,165765,"

a.dialogApplyBtn {

 display: none;

 }
Date: Apr 8, 2020

Primary Location:

 Houston, TX, US, 77002#job-location.job-location-inline {

 display: inline;

 }Company:

 NextEra Energy
Requisition ID: 41778

NextEra Energy Resources is one of the largest wholesale generators of electric power and renewable energy from the wind and sun in North America.

Position Specific Description

Come join our tem! Our Gas Infrastructure division is seeking an experienced Oil and Gas professional to help pave the way for a new team focused directly on data and analysis. Please see below for more information on the role and requirements.

Role and Responsibilities:

 Leads a team of Data Scientists responsible for advanced analytical solutions that include predictive analytics, machine learning, simulation, and optimization techniques to that generate management insights and enable customer-facing applications.
Utilizes technical acumen and in-depth understanding of business processes and practices to influence the creation and execution of operational and strategic plans.
Partners with IT and other areas to build major improvements to analytical processes and systems. Advises Senior Leadership on the development of data science solutions and long term goals and or strategies.
Maintains relationships with academic and industry thought-leaders to ensure the enterprise has access to cutting-edge thinking and technologies.

Job Requirements: 

• Collaborates with other analytical leaders to fulfill the strategic direction of the business through data and information exploration, research of emerging technologies or analytical techniques and long-term defined/project specific strategic assignments.

• Oversees and executes the exploration of promising new technologies, analytical methods and data sources (internal & external) that have potential to add value to the enterprise.

• Partners with enterprise analytical and IT teams to build capabilities and processes.

• Identifies additional resource needs ranging from IT investments, 3rd party support or additional analysts.

• Understands the business direction, environment and strategies, to identify and recommend solutions that influence decision makers and drive change.

• Directs the design and construction of large and complex data sets from large amounts of structured and unstructured data (internal and external) to enable analytical solutions.

• Builds and leads a high performing team of experts in advanced analytics. Develops team reputation as highly skilled experts in the field of data science.
Job Overview
This position establishes strategy, develops business plans, and oversees and directs the design, development, and implementation of technology solutions to meet business needs. Leaders in this role provide leadership and oversight to manage performance and results in one or more Information Technology (IT) disciplines. Individuals will be accountable for the reliability, performance, security, and continuity of IT systems and supported business processes.
Job Duties & Responsibilities
• Provides leadership, influence, vision, roadmap, and direction to the organization to contribute to achieving the company's goals

• Works with IT leaders to develop overall IT strategy in alignment with business strategy

• Oversees the value stream by focusing on cost and risks of technology portfolio to meet business needs

• Supports and fosters innovative technologies to deliver new ideas that enable business transformation

• Ensures high levels of ongoing system and application performance in production environments

• Oversees the development of processes and tools to automate code releases from development to operations (DevOps)

• Establishes and drives technology roadmaps that align with current and future business needs

• Manages third party technical and outsourcing relationships to deliver project and operational support objectives

• Ensures technology processes are conducted in line with applicable standards and company policies

• Performs other job-related duties as assigned
Required Qualifications
• High School Grad / GED

• Bachelor's or Equivalent Experience

• Experience: 10+ years

• Supervisor/Management Experience: 5+ years
Preferred Qualifications
• Bachelor’s Degree

Employee Group: Exempt

Employee Type: Full Time

Job Category: Information Technology

Organization: NextEra Project Mgmt

Location: Houston, Texas

Other Work Locations: Texas

Relocation Provided: No

NextEra Energy is an Equal Opportunity Employer. Qualified applicants are considered for employment without regard to race, color, age, national origin, religion, marital status, sex, sexual orientation, gender identity, gender expression, genetics, disability, protected veteran status or any other basis prohibited by law. We are committed to a diverse and inclusive workplace.

If you require special support or accommodation while seeking employment with NextEra Energy, please send an e-mail to recruiting-coordinator.sharedmailbox@nexteraenergy.com, providing your name, telephone number and the best time for us to reach you. Alternatively, you may call 844-694-4748. Please do not use this line to inquire about your application status.

NextEra Energy will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.

NextEra Energy does not accept any unsolicited resumes or referrals from any third-party recruiting firms or agencies. Please see our policy for more information.

#LI-KJ1

Nearest Major Market: Houston
","Oil, Gas, Energy & Utilities",3.2,2020-05-07,2020-06-06,FULL_TIME
Medical Laboratory Scientist - Nights,Houston Methodist,TX,Houston,50363,54990,"Work Shift: NIGHT

Work Week: VariesJob SummaryJOB SUMMARY

The Medical Laboratory Scientist is responsible for performing both routine and complex analyses, which necessitates knowledge of laboratory techniques, principles, and equipment and their interrelationship. Exercises good judgment by using critical thinking skills and deals with issue resolution concerning the day-to-day technical operation of the laboratory. Ensures that specimens are accessioned and processed expeditiously in order to deliver quality laboratory results in an effective and cost efficient manner.

HOUSTON METHODIST EXPERIENCE EXPECTATIONS

Provide personalized care and service by consistently demonstrating our I CARE values:

INTEGRITY: We are honest and ethical in all we say and do.

COMPASSION: We embrace the whole person including emotional, ethical, physical, and spiritual needs.

ACCOUNTABILITY: We hold ourselves accountable for all our actions.

RESPECT: We treat every individual as a person of worth, dignity, and value.

EXCELLENCE: We strive to be the best at what we do and a model for others to emulate.
Focuses on patient/customer safetyDelivers personalized service using HM Service StandardsProvides for exceptional patient/customer experiences by following our Standards of Practice of always using Positive Language (AIDET, Managing Up, Key Words)Intentionally rounds with patients/customers to ensure their needs are being metInvolves patients (customers) in shift/handoff reports by enabling their participation in their plan of care as applicable to the given job

PRIMARY JOB RESPONSIBILITIES

PEOPLE 25%

Promotes a positive work environment and contributes to a dynamic, team focused work unit that actively helps one another to achieve optimal department results. Collaborates with all members of the patient care team by actively communicating and reporting pertinent patient care information and data in a comprehensive manner. (EF)Teaches students, new employees and others as assigned by Manager. (EF)

SERVICE - 30%

Organizes workload and sets priorities. Utilizes all available work time by assisting others and performing additional tasks. (EF)Meets turnaround time expectations as defined by management. (EF)

QUALITY/SAFETY - 35%

Performs the six elements of competency for test systems used to generate patient test results in all areas assigned to work. (EF)Recognizes, investigates and correctly resolves test discrepancies. When problems arise, takes appropriate action to investigate and address and notifies management for follow-up. (EF)Maintains a safe environment within the Laboratory, following all policies and procedures for safety, hazardous materials, security and emergency preparedness. (EF)

FINANCE - 5%

Adjusts work schedule to accommodate departmental/organizational needs. Appropriately utilizes the time recording system. (EF)Uses resources efficiently; does not waste supplies. Restocks section inventory levels as needed.

GROWTH/INNOVATION - 5%

Seeks opportunities to expand learning beyond baseline competencies with a focus on continual development.

This job description is not intended to be all inclusive; the employee will also perform other reasonably related business/job duties as assigned. Houston Methodist reserves the right to revise job duties and responsibilities as the need arises.

EDUCATION REQUIREMENTS

Graduate of education program approved by the credentialing body for the required credential(s) indicated below

EXPERIENCE REQUIREMENTS

Minimum of one year of work or training experience in a hospital laboratory preferred

CERTIFICATES, LICENSES AND REGISTRATIONS REQUIRED

Must meet certification eligibility upon hire and have one of the following required certifications within one year of employment:


Preferred - Certified as a Medical Technologist, Clinical Laboratory Scientist, Medical Laboratory Scientist, or categorical certification by Board of Certification (ASCP)Certified as a Medical Technologist by American Medical Technologists (AMT)Certified as a Clinical Laboratory Scientist by National Credentialing Agencyfor Laboratory Personnel (NCA)HLA only One of the following is required:


Medical Technologist, MT(ASCP) or Medical Laboratory Scientist, MLS(ASCP) certificationCertified by American Board of Histocompatibility and Immunogenetics (ABHI)
Microbiology only One of the following is required:


Medical Technologist, MT(ASCP) or Medical Laboratory Scientist, MLS(ASCP) certificationMicrobiology, M(ASCP) certificationClinical microbiology registry from American Society for Microbiology, RM(AAM)


Note: current HM Medical Laboratory Scientists have 12 months from this job description revision date to acquire certification

KNOWLEDGE, SKILLS AND ABILITIES REQUIRED

to perform the Essential Functions of the Job

Demonstrates the skills and competencies necessary to safely perform the assigned job, determined through on-going evaluations consisting of one or more of the following: skills, competency assessments and/or performance reviewsExhibits strong interpersonal and team player skills with all levels of the healthcare team and assures delivery of excellent customer service to all patients, visitors, physicians and co-workersAdapts to multiple ongoing priorities including organizing heavy work flow with minimal supervisionStrong attention to detail and ability to achieve and maintain accuracyDemonstrates independent judgment and discretion to recognize problems, identify causes and take corrective actionPossesses basic computer knowledge; operates multiple computer systems to include, Hospital / Laboratory Information Systems and Office software to maintain patient and testing records and other related documentsDemonstrates the ability to work independently with little or no direct supervisionSufficient proficiency in speaking, reading, and writing the English language necessary to perform the essential functions of this job, especially with regard to activities impacting patient or employee safety or securityAbility to effectively communicate with patients, physicians, family members and co-workers in a manner consistent with a customer service focus and application of positive language principles

WORKING ENVIRONMENT

Includes normal hospital laboratory settingMay include exposure to hazardous chemicals, blood borne pathogens and radiationAdherence to universal precautions is requiredExtended periods of standing and walking are requiredAble to flex hours and work other shifts to meet needs related to unanticipated events; meet operational needs


Equal Employment OpportunityHouston Methodist is an Equal Opportunity Employer.

Equal employment opportunity is a sound and just concept to which Houston Methodist is firmly bound. Houston Methodist will not engage in discrimination against or harassment of any person employed or seeking employment with Houston Methodist on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, status as a protected veteran or other characteristics protected by law.

VEVRAA Federal Contractor priority referral Protected Veterans requested.Company ProfileSince its founding in 1919, Houston Methodist Hospital has earned worldwide recognition. Houston Methodist Hospital is affiliated with the Weill Medical College of Cornell University and New York-Presbyterian Hospital, one of the nation's leading centers for medical education and research. Houston Methodist is consistently ranked in U.S. News & World Reports Best Hospital list and was recently named the number one hospital in Texas. FORTUNE magazine has placed Houston Methodist on its annual list of 100 Best Companies To Work For since 2006. Houston Methodist Hospital directs millions of research dollars into patient care and offers the latest innovations in medical, surgical and diagnostic techniques. With 1,119 licensed beds, 67 operating rooms and over 6,000 employees, Houston Methodist offers complete care for patients from around the world.",Health Care,4.0,2020-05-06,2020-06-06,FULL_TIME
Data Science Manager,Southwestern Energy,TX,Spring,108576,169672,"Company Overview
Southwestern Energy Company is an independent energy company primarily engaged in natural gas, natural gas liquids and oil exploration, development and production within North America. Visit SWN.com to learn more.

Working at Southwestern Energy

Southwestern Energy produces and provides energy to our world. It’s a commitment that has motivated our employees for nearly 90 years. Our culture demands creativity and innovation. That’s why we give employees, including new hires, the opportunity to be a contributor from the first day on the job. We strive to create a rewarding and inclusive work environment, by rewarding team and individual performance, in addition to offering our employees competitive compensation and benefits.

Position Summary

The Data Science Manager will oversee a Data Science team of analysts and engineers directed towards identifying and developing advanced analytics statistical models, machine learning methods and solutions to identify, address and resolve a variety of complex business issues and opportunities.

Essential Duties:

Collaborate with senior management on the strategy, structure and functionality of the Data Science Team, including identifying and hiring other candidates for the Data Science Team.
Effectively interface with internal subject matter experts and key stakeholders on a routine basis to develop a framework for integrating existing company data and processes into analytical solutions.
Work as part of the leadership team to identify and analyze business problems and document, implement, and present the technical information to various internal customers, including executive management.
Apply advanced analytics, machine learning, and statistical techniques to data to identify business enhancements and opportunities.
Prepare and present analyses and results to internal decision making audiences, often creating novel and innovative business metrics and solutions to inform and influence senior leadership.
Participate in planning and leading projects for new data acquisition and analysis, including necessary application development and deployment.
Oversee a “Citizen Data Scientist” program to upskill the workforce company wide.


 8 years of related analytic work experience, leadership and management experience preferred
Experience with top-tier firms in big data analytics, management consulting, or comparable role in corporate setting
Excellent data visualization and communication skills required, role will be routinely interfacing with VP level leaders in the organization
Comfortable working with ambiguity (e.g. imperfect data, loosely defined concepts, ideas, or goals) and translating these into more tangible outputs
Proficiency using relevant software packages for statistical analyses and visualization (i.e. SAS, SQL, R, Spark, Hadoop (MapReduce, HBASE), Hive, Pig, Java, Trifacta, H2O, Python, Tableau, Spotfire and Power BI)
Minimum requirement of Bachelor’s Degree in Data Science, Statistics, Applied Mathematics, Computer Science, Information Technology, Engineering, Geoscience or related field.

Southwestern Energy Company is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without unlawful discrimination on the basis of race, color, national origin, ancestry, citizenship, sex, sexual orientation, gender identity or expression, religion, age, pregnancy, disability, present military status or veteran status, genetic information, marital status or any other factor that the law protects from employment discrimination.","Oil, Gas, Energy & Utilities",3.6,2020-05-07,2020-06-06,FULL_TIME
